review_id,review_text,category
0abcdf05e0753ff596f41ced4ced534a,njeblosssss kasure,0
0eb653b958e8e985ac3be3e64d87beb5,overall kotor kes mandi kamar kecewa bersih,0
f32075105d30cd62009afd7a1998d764,lantai ranjang lembab gampang bawah kamar makan sih,0
bc835664eafe1b4ec070a9ad3c477fc8,kasur pendek,0
6fe1f44af526b3ba04745cd761bc07dd,kulkas fasilitas interior sambut masuk kotor mandi termos harga bagus brankas kecoa murah kamar panas lengkap,0
41065c060d1e1540c5e6f1dd1155227f,jalan anjing colok charge,0
f95c715acd1912c10dbe0f27f3bbd81c,lembab kamar lokasi,1
30c1e157360440ddb26e2baf28300864,konfirmasi selai banget standar dingin single kasih pesan leluasa lengkap kontrol pusat suhu mandi pouch resepsionis istri breakfast minum nyamuk kamar dua doang sempit,0
ef437bd9ee3d67713d02762a08f1f266,kondisi signal standart lantai tanggap kumuh complain receptionist cepat kamar tempat lumayan pindah jadul,0
fc7ebe28125cc63e98c06524b8b46ad7,selimut macet mandi pintu kamar,0
3cd664375a76f27974f0a8675face54c,emang cabut inti charger respon kecewa komplain lemari bilang,0
18d92495ba9f95fa27a739eeeb01d031,untung breakfastnya selimut layan tidur lumayan,0
bd63a421291d1362fb8a2469c876c4ab,handuk,0
bb1228cd7d2a5bc69d3984e57af3af8f,office darah bercak front return service occupy sangkut selimut periksa guests pintu kecewa inap mesti paksa alas kunci isi customer check,0
7c11c31dd1ff0b0461d922c0352778e1,wifinya fungsi,0
d60e1484cb620881f063edb63dceff4b,keluarga sanpai perhati,1
cd533d98b21fb7124feddf2b478cca7b,padat kotor kes mandi awat kamar lingkung duduk,0
5937b4ebd329534eb8189192d60b3580,sesuai bersih layan papan dingin lokasi makan jual pinggir,1
857e5179409a863711699534ffa58683,book minggu over daerah baik layan generally tingkat diberitahu kamar system online nyaman clean,0
f97592c91d379297d95be10938ddbfd5,hotel sedia masuk mandi sampo kamar sedap sabun lebih bau lengkap,0
77639da9c2ae5ed4064c7aa5e426947b,inap engga jaga fasilitas lantai aman layan profesional suruh nyautin nyampering pintu telfon check biar buka resepsionis,0
99fa217ef5f83e37a692afc364248a94,strategis mineral handuk lokasi,0
3e7d7667aa63ec5b954329c937962a63,snack mana bocor shampoo ruang kerja baik konsumen sabun moga,0
f976f520839be113ae07a8a979a61dff,hotel ekspektasi sesuai,0
b14818bf036546d15ae172d57a250a80,depa pegawai kotor kamar ramah moga,0
e6b67d39bb5be70edd477d10564acd6e,handuk tingkakan snack hujan debu bersih selimut musim sedia pojok kotor layan laundry harga tingkat murah panas fasilitas tolong nyamuk samping kamar tipis,0
d4b5d37f852197a37de8378035077d76,snacknya dapet,0
87858ae67f597274744c822471eed540,nginap aduuuh,0
4d5ce9c9ca18abf8f1eaa2f8631caa1f,overall panas breakfast lampu sempit,0
540a367b5bc8e4108602519a136d2264,inap mesti tutup mandi sengaja banget kunci kesan bagus kamar lancar fungsi,0
2949da8bb2d90f448303080044fdd801,aernya wcnya kutu jelek bau acnya,0
862b56581f6a4f6f30fd76e098d6d2f1,mudah suara kedap dengar kamar,1
0ff87982b44bd1d7eecdfb81aa4c796b,harga bersih jangkau kamar,1
dfba76407d50f9e0824693ed6801b338,rem kamar,0
9006eaa2a75a3ce07541406ee3c4d064,wangi tambah ruang,0
73663209541fb89e15fd14a5421e0580,batin friendly senyum layan banget orang risih,0
689923a75ea55fa28a0c17a3f5e87b7f,bau pengap sunyi,0
77f0d242fe4841fc435a381f13d5d2fd,ribet kunjung atur parkir seribet,0
cae16023a9516dc308cd65785b52599b,hotel layan tinggal rumah ramah,1
1594ffb303f2d03807e92f8ce6442806,inap sesuai nyata publish gambar kerjasama kelas,0
9051c1b44693e5031316c88ca2bf6b9e,sprei bau rambut,0
91e9717f50afa926fca2a8de1e3c3072,hotel pernak pernik masak layan mahal skarang harga tingkat kamar check,0
79f1392e12171bf3cb95b6e0395f6220,hotel pasar pusat variasi bantu muas samar recommend tradisional libur pangan sarap ramai lokasi,1
efe6c75fea4707770f7ada199c9dd786,kamar,0
5b03429373b8f7106c59395d49fe307f,,0
29f635effde166470a45f292aab0c0b1,senyap kotor kecoak kamar,0
c8c2a57f2c9e561419ffafdc81f49e11,heather syedih water listrik turun,0
d7773877e1cbb14ca6590ee5c10c0981,layan fasilitas kamar,0
286ede5af1509e30adc0084d9281783e,ramah nyaman staff,0
8b8a416ad10d934589a6824128fcb2f2,locations strategic culinary service great spot,1
500c6188b41d1884e8124f66ad478248,gerbang ranjang furnitur mandi tutup empuk parkir murah kamar hangat pintu bersih,1
814e84c21bc7325047342c975aea9edf,fasilitas suh rapi buruk kabar,0
93ebc563a39a5175cfc9b73f9b67c443,airminunnya bersih layan galon malam nginep kamar minum toilet bersihkam dapet,0
d3ed667b59581f02440f9f5136c85df9,speedy lantai tangga kamar paket,0
df80e9d82da241c9d7c18032fff95550,temu kecewa,0
cac26f491ed18feb2916c870cc9afafd,krant panas,0
2bc3f3009d94484033516ef13a969a0d,tenang diflush selimut debu kotor lembab bagus orang tembok kamar berisik lemari toilet bau jamur lokasi,0
4660f381f0d6d6882860730b522a63b1,mandi bagus pintu dingin kamar rusak,0
31094f152ba3bdb67b63e82509499dce,update,0
4ca5335b12b3c02fd171cf6995608d96,bersih bising suara,0
de64cab007db531f2dac6bd8573dc2f9,minus bersih telpon sandal suara masuk layan mandi parkir sempit kamar lemari dalam panas,0
b006c0fae1480ef896de5f2458ccef37,nyala kontak,0
f289e708df5ff9eaf6ed1602ae986d0c,hotel snack gratis khusus sen sedia awat kamar,0
4f8d08ada639e79bdd16d42a7640cdb6,ganti,0
8297c54f6bf788707d3b458c6261dd08,hilang salur,0
9158b24662d4379958756534b0305757,,0
6694a5c31cd7ce7b6b74b3931f1eb6f0,kamar,0
42b34d704b0657c40024ec813b36c3a1,bagus tempat,0
7044dff27c34a80d43dfb9113aaaf94f,lemari,0
24e3f9f0e90cf4ccb4dece45d8975476,strategic center place facilities comfort,1
57510fb0614846d3cec91036960ccfe0,sarung darah kuning seprei tempat bantal bersih nyaman,1
8a2546c637c09bf5684ce763904560f6,lantai tangga,0
5ee0263630928a90e363b9d8e43f7ec5,hotel seram,0
cf82de3263b1bfafafb864e022d14f1a,hotel sebenernya senyum layan office tugas senang banget wanita satu kamar rambut pendek bersih ramah front,0
fde60e2a71cef16f8fa2841f96e27e99,sinyal untung bantu kamar susah,0
d0b0fcecff99357556cf74df14bae5d4,strategis lumayan tempat pokok bersih nyasar nyaman,1
17f8edb06c775371a2d6ab46be9701c2,snack sepertnya berfungai renang selimut kolam kualitas harga dingin jarang nyaman bantal minum bersih panas remote,0
38f01e9deecd491ac1c96ef0ae7b0c1a,senyum receptionisep shower,0
469c83a5fb1d1492dfbd9570af9326b2,renang kolam banget,1
2cccac1b1166eb81dad832c24003e204,baik mandi banget tolong kamar buang tetes selang salur,0
9fed6ffa51cda936f8537f6985890f87,lepek ruang tata mandi reyot tidur kamar kirang bantal bersih sempit,0
30e289e3b45c6f74631994c184b7ce6c,mandi jendela sengat dingin kamar lumayan cepat bau,0
031b408c4bcef59acc2ade83baca99d5,kursi layak super kotor superrrr jendela banget bagus pintu mengecewakn kamar kecewa luar bau wartel,0
f71c1fe29aa4b109b7b52435ceee9d93,reset kotor toilet ulang kunci kesan pintu kartu,0
59ba76226b9002dd7dfb80e563652483,bersih kamar,0
620f55e9ca875644272d58670f80b139,kasur kaya bikin matiin overall gatel kostel nyalain colok rusak makasih banget bagus handuk backpacker remote,0
30a47599ae69e0c261f15b05a5a2e7d7,set snack kamar,0
aba15c8417a689c082141de7f4b93490,sempit kotor tidur,0
9bcc28d16e58ae6e293c338f6ad99bbd,luap sumbat dipake sampe pelit mandi kompor banjir salur kulkas sedia air lubang pintu turun kontak kualitas listrik kamar bantal,0
680eb01f6430594ae6607e616b10af70,lembab mandi basah orang kamar dipake kuatir lengkap,0
bb61d342c3ed9cfeae81fb5380d73905,garus nyala lobby lampu turun,0
a16b65acb01d7f85298e7273a4d9b080,kotor,0
04808d1126b1e1a5f0d1820ec93f90d6,rusak pintu,0
903abb9a61418be1b68e1062efe6bb0c,bikin pojok hewan recommend kamar nyaman,0
95d8940eace0878f039d52000d0e688e,debu kotor bau panas seprai,0
0fca19b957223b0685c2fb18d07950e3,kasur overall semut sprei ganti bunyi,0
2494daacb84ee2d48597829a03c8a301,hotel jadul kasih redup rapat lembab mandi kuning anter masuk kes tutup sengat panas koridor angker jendela kamar lampu sarap rusak bau,0
77e5adc7bc7fdb3012d0ca2ae1c887bf,pernh lantai mandi kamar bersihin licin,0
df5c90bf3dc895f33f9944a7bf8ac1d8,hotel flash aksesabilitasnya kamar rusak toilet berisik,0
55872817421426f0c25fc724e1d99d9f,overall kedap sedia baik tutup mandi tirai isi habis kamar sarap gula,0
a25ea0a36bcdd8ad45e1d1cafe93926e,dbersihkan hari nggak kamar nginap minum,0
5646d9acf5648df505121d4747b7aff2,bikin buram pajang bagus temapat sakit kecewa toton,0
4ca7ab261b3d497623d279c1d3c975a3,pelayananya sesuai mandi bagus,0
7a431eaec319cce3a98f474b937468de,snack inap kondisi bekas mohon aman mineral bagus normal dingin pintu lumayan kamar tingkat remote bersih nyaman congkel,1
d6a973aca8595f629f8e3d75ee67afa3,budget charger keset wajar colok harga handuk fungsi kasih,0
f125f1eb932b3504f6a0f19003797d9f,bau kamar,0
5ec39f3aee31bec445f48ff34658dad2,inap senang jelang handuk magrib itu,0
653575979493fbc24b6aa17f128cf98e,build clean,1
d0f591ab29b6eb5ee76cdf69cbad7e7b,kotor sempit,0
f6070988f2024fcaeab165b97636022d,terima layan getset tingkat stabil lampu pindah kasih,0
9e20bff73d9d5e90352de5b3a5e97bb1,fasilitas sesuai spesifikasi,0
78265cb47b3a374cd967491eb7c559b1,pegawai layan pdahal tolong tingkat book ramah bilang pesan,0
75c4d0fdff00bbc45ff05f0d30b3c5a9,kasur nyaring ngeri design injak tangga retak kamar check bersih minimal,0
7581c47a749ce513ab1dd5066e55bdcf,snack inap jaga sambut variasi saji alir air bangun kemarin kamar lancar sarap bersih luas,0
30b34bd2ef9239281e55449b3b4ad13d,ekonomis nyaman tempat,1
0c78bbf418c76407610915cea9d9a3d5,kurang mampet lantai air baik handuk minyak bersih bau salur,0
6f0fa7d87a40d3833c0b1ed34de8e0ef,mandi kamar nyaman,0
11a1f9aff5e2160da5bd19dae4a7e31b,siar tolong baik nggak,0
61fff23339aff2f96d1bb281269d680a,air baik mandi siar kesan pintu kamar nyaman,0
623d729bfd87d6f5e771c383511c2b3c,refund reschedule,0
28221578d9121d3306d42fbe47202610,layan baik fasilitas turun,0
75c5423545add39935af9aa425255bac,nampak hotel rapuh selimut debu karna buras sprei perabot dingin ganti kamar lumayan barang bersih lengkap,0
455953ceba23a08862e3c43b2315f887,hotel paadahal bayar layan mahal muas season sumpek libur sagat kamar breakfast habis buruk minum bandung market alam,0
5ac80cd4509e491f2f67daad12275bdd,sholat sulit sempit kamar,0
4133dc988df7a48afc0affff4e8395f3,book karna reschedule salah tanggal,0
bdf10569304c48c2558d4bf42129f436,tolong lengkap kamar perhati,0
0676a94c494b57d8c7d51c1ed4c1a52e,snack ruang patah awat expire wastafel,0
540fc9aa4fdcebf2a3081a31e7582560,masuk tampias jendela,0
a5654ad5944c8d808ecd38126ec37cb4,selimut lantai kotor jernih sprei bersih,0
3a3ef213cde803cf28f5eb16365856b2,fungsi dingin acnya,0
61dda0c34bf19a30a8505926dbae10ba,temu hotel entry mohon tanggap partner ketidaksengajaan alamat kecewa salah perhati,0
ef7788102d326acd51c367201e8338c9,ktnya tempat layan cuman ganti nyaman sarap gabisa bilang,0
eb232f9fa65ea9c136be1a545b5fee46,sheetnya kuning sheet warna nyaman,0
f0c4cd15c9b4e59960afba0fd5562c4a,air macet,0
2282c6cc094b220d68a847a4e9bc8386,lantai parkir sempit kamar,0
5254fc7583a28dbfcfaf7d45666aaf17,strategis nyaman,1
ae87db43f3003ee7fe4232e1d95b9868,promo langsung sedia senyum keset stelah mandi nyesel password kamar ramah,0
ef655bf056bc5006f23c8a89e7222a1a,gunain ruang tilam dingin kamar wifinya nyampe,0
81a420af006ea2cf2b0e9509a530a51d,varian sarap moga,0
2fa885f59a897cb9fc899017ed7b6930,keamananya parkir jaga,1
32ffecd619366fc24c109f4d7f01f019,renang balkon udara aroma dikluarkan bagus bantal bau kolam sedap,0
dae45b2815ba1c90b5de9348c2704cca,redup pojok lampunnya kamar warna dapet,0
582508360592299e38706c5c1136493e,nginap huhuuuuuu gagal kecewa,0
68de6da74eedef80aed37ab05bd53de6,pojok ditaro kamar,0
445abf51c8ababf6436d4a594f18b094,bocor lembab mandi showernya dipake kamar karat,0
a4c4d0a5832a3161d6828f28be4865b2,sesuai kamar,0
81c6e7b574d7a9a79a381d5ae6d47428,kasur rapat pakai tutup mandi kontak kunci pintu samping kamar longgar rusak table,0
5d1c6fa38eb3bebe5ee84ad3615e209f,kuliner bangun nyaman,1
78896e340a6b5a5ce606277cfe6270e7,semut sempit,0
cd8cebec42b2be9bbde10a9edefecb1d,lampu,0
5baaca72c51f2edfeba4e68c1e5ecfae,handuk selimut,0
cc4472eb340ef0009fa678f2a2353e65,bersih nyaman tempat,1
09437f8cc469ca76e0691d186a536020,kamar,0
59f6f380b4caacb9d3c70bd65912346c,jatuh layan mandi kamar berpungsih ramah licin swower,0
08163c2b22aacf2ec67c723a7b116ecb,pegawai kotor mandi lumpur kamar siram,0
7bfbd9af2cd1fc5816dd67f84b83c0eb,lambat layan tunggu,0
515a2903693a819aa5474b8e85445640,dinding aplikasi aroma cat info sengat kamar panas,0
fd617c6ac3e6d38b59ef17bf90bcf1a9,sikat handuk mandi alat,0
adb107fda8f4075ba3fcaa018c63a1b0,pakai taruh cembung lampu ujung meja debu lembab ganggu bersih fungsi terang interior kes sprei baru seram panas mesti horor kamar tempat,0
4ccd46084fba1060a6437730c0d48f48,fasilitas mendapaf bersih beda gambar tingkat kamar berisik,0
015713e3677a3c1aa376221f2ac9f146,kasur kasih segitu ukur mahal banget harga sprei bolong habis makan bersih rayap,0
fa4451be92a243fba5013f39cc04e6fa,ramai kamar,0
24159f38de1a75920d4613ba037e4e3e,hotel plafon bocor melati mandi banget siaga bolong pintu kamar warna kayak,0
405ca86b68dc017b17ecc9e97649b6d9,nilai pilih banjir solution kamar kenan sarap,0
41522b9ad33360154e62e736355c2cbe,sesuai promosi,0
75e388b7ee633adc9659ef1812b84954,bbrapa kes mandi lapor nyala bagus kamar direspon bersih ramah panas resepsionis,0
b2d26aa8aa47c6a5ef3c997496a2cbae,,0
fab1cc048d2ae4c985f08d0050b6d995,payah,0
75f64b555a771e7427b1c34115340a38,inap housekeep dengar ganggu ulang ngobrol kamar pikir dalam,0
c1141e726c031519a9e46b951cabdee7,dipernolehkan alas ganti penuh kamar rusak toilet,0
d15a3e41c4db259908e3d0370b639dca,harga,0
8aff3b6d774385e02039eaf54f1b9cf2,hotel hambat fasilitas strategis pantai alir air mandi smpai makan buang kecewa lokasi,0
0ee335cb60b26ab2da602e724a895575,recommend minimal kamar,1
31a1c3d7a1fe54dc1154a2433447a7ab,kotor muas buang warna bau,0
e13e99a980cfd5a8f551001e40c3e295,ganti tidur nyaman,0
f14bc9dd80971de0fe3491616908230f,hotel sayang awat recommend water,0
850fc8b2ac56fc10bcbf77afad893813,menagernya fasilitas bogor sudirman baik karyawan mandi kesan dingin sahabat kamar judes ramah nyaman,0
16aef4b7249a930deefd2f887080e5ab,decdnt breakfast price service,1
9128b2fe54612eccc97eff2064c8ddf4,hotel informasi sedia baik rusak dingin kendala lampu kamar alas reception panas telepon,0
df08eaf2d6d10fd9ea0b132e9dd3c094,kuliner mantap banget,1
67649559dae7d864431cb63407658dcc,sayang jaga bagus nyamuk lalat kamar,1
491845b861a85dc23e4906427fd957fa,renang bayar atur tipu kecewa property,0
16808278a4e9d08692be2b23d66d09e8,performancenya fasilitas banget murah price bersih lengkap,1
22ed06160f4a265451f8c0ccc5a98b33,snack handuk kasih,0
422ffdb683b44d9af254e84eb1ada550,kurang mandi empuk dingin tidur kamar lancar lebih bersih,1
8cbbcc1054bfe7c16a6eb4efbc87ae72,bersih kamar,0
e80d33ec0b0033d469784e9fa6eb3ab9,kondisi mohon layan baik atur parkir kamar,0
282036cd195089a989bc7e055b76b4e1,fasilitas depan mohon layan wanita bagus kamar judes salah bersih,0
2e9ffe4400b18eb0b5f18f351cefc8e1,sabun warung makan,1
266b6f8d34bf6a8e7c36e6b5c29a9102,istri debu sarung lantai kotor alergi kamar bantal,0
af0f7efabed76134e9a2b1f902fcfde2,nyapu jaga overall sepatu aman skali ulang hilang bersih kosan moga,0
b35bf6e92e3f0dbe922b2d8b5cbf5d1d,sayang baik bagus pantry tangan lengkap hujan sarung management rembes service safety makan fungsi masker kurng housekeep mohon manager jendela kamar reception maintence,0
d469736643fed6af7b1065e83c1244f8,simple sesuai money value kamar bersih,1
8e98c9367f51c7543f9924c9254f5959,hotel bikin gatel badan flush nginep gabisa telepon debu mampet lembab wastafel nyala fungsi ramah nyaman layan dukung duluan fasilitas keburu kamar lampu bau,0
524b91401638a065526484c5fc6485a0,genang bocor ruang kotor mandi tidur kamar tembok nyaman suasana,0
93955598b81b903ae6a24f9684a9a408,flush fasil kencang kamar tempat toilet,1
5fa21dc410b854229c6d2e6b53c4a9bf,,0
3f19442f431c7f62086913e5ef4ac7eb,kedap dingin kamar suara,0
c8f6e3da2d34bf35cbf7a8de35a05244,hotel inap sinyal pokonnya bagusss layan senang harga daaan kamar jelek bersih ramah fungsi affordable alam,1
ce9898b1f955c51fc8fd149cfafc2256,ruang pantai kotor banget pintu lumayan tebel rusak deket,0
6b3a84b560e78cb141016f96d4ecbdb9,hotel inap renovasi berisik bau,0
83ccd614e86ba8ef61900b4b81dff162,mandi shower kamar rusak nyaman,0
984706fb0b2b5bb871692dc640cdf96f,mayan sambut operator kcuali jutek ngarepin harga nyamuk sinis rambut kamar check ramah sneng,0
24ac5621bbc53fd60cc3cd3a208fad55,bersih,1
64575766c864e42f545947881eb819cf,hotel kebersihannyankurang awat,0
a0a6406ec7e1e8aa72abec0ae8b01497,hotel sajadah pilih tempat suami bersih wisuda nyaman lokasi,1
8cbcff123fb21db141f23fca7cde875f,ruang cover asa dingin kamar tempat salah rusak bau swing,0
795456c8881204d4550fb24472e11c79,gambar sesuai,0
447a0314b68195d4efcbb762ab08e8be,sesuai jorok anti kamar pesan,0
2db59f25e5321d6b37b0335624aa2ece,tissue sedia jorok ulang cemilan isi toilet,0
ae3b92da18535b2ed33df723f2619f51,,0
1f320fb52c2fc2481e184f5235d202cb,kondisi nampak padat band sedih huni awat tingkat tempat kelas sikonnya,0
54be216763050f8ee14cd03bc745b3a0,nyambung putus lantai akses kamar kecewa mantap bersih lengkap,0
cde0c33a4d8f91ebb658e678f34cf6fc,fasilitas lumayan sarap bersih nyaman,1
978b024756db8d8f6a2ac0cc34d71e65,masalah bau mandi kamar,0
20581baade51616f20eb82b49cc5d0f2,rusak pintu,0
078a71cc45424c7205631a3f8b79547f,semut mandi kunjung shower nyala kamar bau panas sedap,0
78374338ecaa0e5f68d8634e10da682d,bantu,0
bb3d70add4885eb7617ce4d8bfc8907e,bau kipas acnya sedap,0
f8be03a1a1ce5e3710b7893831f92bf3,sayang lantai bagus licin spreinya putih sperti mandi bersih nyaman luas harga tingkat orang ngepel furniture sikat inap gratis jorok tolong kamar bau sedap,0
5768ac6f19ef8917a8bc790ac5193535,diksh sesuai jeleg mandi gambar kamar bersih,0
3cf61a83b64dade23ddd7e4ed0b701ce,bangun luar pagar ekspektasi layak ngarep jauhhhhjh resepsionis sulit orang utama pintu inap kenal kuliner rumah ngetok order kamar alas,0
25310304bcca2cffba4428a5d8d5a3cd,mesti tissue sedia ganti dingin kamar,0
7e52efe60509260f21d8dfd946ab4b59,kondisi rokok lorong bersih nyala tidur lampu remote gelap panas,0
0ebfd181687dc8e7c68db615cad395fd,book kasih sen,0
0b18ee6077b9d971d92ab329760080d5,dkasih khas dtiap dikmr makan sprti sedia jalan tutup kluar pintu semarang panas daripada fasilitas brkesan dsediakn tekopemanas listrik kamar sarap gelas,0
556be98b38a82505bd090194d5ddce75,shift selimut sarung tgjwb banget sprei ganti bantal bau payah,0
fdd3da16584e964b55deb1414b1fd246,,0
849e8fb0bdbafed3ee22eb0ccc9e9b3f,karyawannya bersih pengap mandi nyamuk kamar berisik,0
912bedc750048e323a6c94db5f28cea4,tempat photo mandi kamar kecewa tidaksesuai,0
8bfd0542a83f062bad96bb851669c068,mandi shower kamar televisi rusak,0
94767fc2c79d07b086d5cfe74f1d1976,snack shampo mandi dukung lengkap,0
b2b2d222f62fba826e7c2f8c56b1cdfa,snack fasilitas kamar,0
fc6cd0f8be5a64f7e16e9c2d381ac097,sarap,0
fabd43f05727a19e4fc3dc6730121097,menganggu tidur kamar bunyi didpn toilet bau,0
cc75d80b4aa8e7a305b112bdcb441511,oklah bangun renov overall,0
fe4d3c7e5210e3a16e94a06fc1958dda,paraahh layan bagus lampu sarap,0
ccb4761d48557c0e5d2b690284317ae4,jaga cable bayar shower banget waterheater early nanya karat lengkap gabayar dikit masuk kotor double gatau nilai bas cekkin ditunjukin remotnya channelnya kamar remot,0
94b50b4071655941cce77b5073c28874,chanel sesuai dingin,0
511d7bc065031a1cd3db47d592aa1e17,room receptionists dinding kotor bau mandi lembab saklar kamar kecewa lampu ramah panas,0
25d3f7ec952eec4be4606a36a77c7960,deposit,0
f1092045dedf0d029ad6f89ee5c2f11b,pilih harga bagus murah kamar sempit,0
124ba5c94f9775554f1496ee0ab0e02b,housekeepingnya kunci kamar lambat fungsi,0
d681771af0d1d971d9da71710f481903,laba heater water kecoa bersihterus kamar sarang,0
7704e801b2a3cd56075444a03427a73b,tingkat murah kamar ramah nyaman,0
7b922f52be5582b4b2efa35e35f91fcb,,0
927f1dd328cf08c2dbfcaf23d5eb2fec,snack hotel bookingan kamar tagline,0
56a7f64b503305aa9fae97899afeffa5,kotor mandi kamar,0
37b10acf143dd1c046e2942b7f689aee,gerah fungsi,0
103d0aa10d596047f197d51f8bfe1654,batal kayak aplikasi belah,0
e0dd1ba50e45a88fc9e26934ab33056a,sedia bersih panas resepsionis,0
40b292a6502fb5c5c2fba1629308dbd7,bilas bikin gatal air mandi menu varian breakfast kulit,0
b9652201c7e063ab17c1be7d03fc1aa1,kondisi fasilitas istirahat pusat aman layan tambah denpasar kamar bersih cocok nyaman lengkap,1
f611bb7a22d9cfe0c0fdb841c793e266,strategis handuk bingung lokasi jaman sarap global,0
8cb5c1f320b87eabc037b3d605503255,hotel asli gambar interior,0
c0d7d711e7af4af06e30194790ec661b,jajan mas ramah kasih,1
42ab6fa647c659cba909571a224a977a,hotel sseperti sarapanya bagus sarap,0
80bad4eb6892b05413ac28af90f46615,kamar,0
5443a180d6dbc50f6990332cfd55df52,debu kotor layan nyamuk kamar rusak toilet ramah,0
2560fdc42f6e6648222b05716dadf677,check tambah biaya,0
452193e3d088544b3777ab07dfe1b8c1,,0
0f21bdce4a9a852a78fa8d4e7788d1d5,bersih jaga payah,0
e75f2ebec693c1f5dbe954d083b48a0e,delu langsung proses lelet bahaya check ngajuin recepsionist,0
25254686adf04c4e072b18a3c1c22632,fasilitas asa nasi tidur sarap nyaman,0
a4721b2fc48a5ab4538d9509415d8a4e,layan ramah lokasi,1
e89bd04e1aced9692e6ea7533af39a41,tmpate nyaman,0
2d5a799d3cf97c4da6b451a354b8bdf4,bocor fasilitas mohon lantai masuk baik muas bagus malam dingin kamar check fungsi panas lengkap,0
2c7be708ae678419cc488987bc6b4eba,kloset langsung alat masuk mandi ganti ngomel kamar bantal lipstik,0
25daad22de1fb85f77f3c203575c549a,bulan inap mahal harga tolong kembali lebih,0
b2034febf875fddbc6af183b843240f3,paswordnya kasi,0
588d67fe99aadc858deb245584912df5,mesti kasur multi jebol kunci pintu kamar fungsi tipis,0
6b0c2e6839202660f6694589c4f1f00b,akses sulit informasi,0
5064eb261d5269d61aa700e09e12bf5d,sesuai sdikit diphoto kamar kecewa property konsep,0
de74b519cd28486ed6605dc02d9d68f8,huni mandi jendela kamar barang pribadi bersih milik,0
3d4c9a55272081dac28e75f3ae74ec96,ruang,0
99ed3988dbc2f92faf844a7d4b309443,beli kesana lilin larut kemari lampu terang,0
ade6e367638b91c40878134a8678dd46,muas,0
4199cb94bbcfcde8a36b7bae9356aa38,bangku sprei bercak rusak panas,0
def700215385f27ec79f1b0bb8a180a7,botol jogja suara shower banget handuk dingin mertua kasih lengkap snack pusat mandi kendara makan kasur overall tempat dengar harum muas empuk minum panas gratis semua terima yogyatorium kamar dagadu,1
37fa328cdd0029c28c8f8d345c75b344,lengkap,0
4e47ae6cafd4939acf6211af110e0971,hotel inap susah staff mend bangun jorok parkir toilet ramah,0
9e61472c9a95050b115810393468ca19,botol pakai ukur handuk tanda pesan bekas mandi seprei shampoo selimut kotor orang pintu sabun minum sikat ruang kunci kamar,0
983ff18e50f75db19f60225c5546dca9,pdamnya sungai jorok,0
67f6312614cd51478569dbaae66bf9d1,overall satisfy facilities service stay night although,1
b2e5de8fe31dc281cc77425e5ae4c311,suara sedia lubang mandi ribut awat nyala kecoa keluar kamar,0
b379cb0dfe8de8c8d44afdfcca32cd24,rawat strategis bangun mandi kumuh kamar kayak lokasi,0
448cd92a180c634626de259099649c3b,hotel minggu malem jelas masuk refund service tanggung kamar kecewa book maret tanggal bilang kapok rekening,0
fd26ea2e9df49f419c17342b547f5d9f,cermin bagus nyaman doang sampah panas,0
0f4e716a90b7377e285894d031bda822,luar mandi ekspetasi kamar,0
54cec8ec947317a0a3fd49d7004cef53,hhhhh,0
