,review_id,review_text,category
37,d60e1484cb620881f063edb63dceff4b,keluarga sanpai perhati,1
38,cd533d98b21fb7124feddf2b478cca7b,padat kamar kotor kes mandi duduk awat tidak lingkung,0
39,5937b4ebd329534eb8189192d60b3580,pinggir lokasi bersih sesuai jual layan makan papan dingin,1
40,857e5179409a863711699534ffa58683,kamar online minggu over nyaman tingkat clean generally daerah baik layan book system diberitahu,0
41,f97592c91d379297d95be10938ddbfd5,kamar masuk hotel lebih sabun mandi sedia lengkap sedap bau sampo tidak,0
42,77639da9c2ae5ed4064c7aa5e426947b,check biar buka jaga inap telfon resepsionis nyautin nyampering aman engga profesional suruh layan fasilitas lantai pintu,0
43,99fa217ef5f83e37a692afc364248a94,lokasi mineral handuk tidak strategis,0
44,3e7d7667aa63ec5b954329c937962a63,shampoo bocor moga konsumen sabun mana kerja snack ruang baik,0
45,f976f520839be113ae07a8a979a61dff,sesuai ekspektasi hotel,0
46,b14818bf036546d15ae172d57a250a80,kamar kotor moga depa ramah pegawai,0
47,e6b67d39bb5be70edd477d10564acd6e,debu kotor murah harga hujan tipis kamar panas samping tolong tingkakan snack fasilitas handuk layan pojok musim laundry sedia selimut bersih nyamuk tingkat,0
48,d4b5d37f852197a37de8378035077d76,snacknya dapet,0
49,87858ae67f597274744c822471eed540,nginap aduuuh,0
50,4d5ce9c9ca18abf8f1eaa2f8631caa1f,panas overall lampu sempit breakfast,0
51,540a367b5bc8e4108602519a136d2264,kamar tutup inap mesti sengaja bagus kunci mandi fungsi banget kesan lancar tidak,0
52,2949da8bb2d90f448303080044fdd801,jelek aernya wcnya bau kutu acnya,0
53,862b56581f6a4f6f30fd76e098d6d2f1,kamar kedap dengar suara mudah,1
54,0ff87982b44bd1d7eecdfb81aa4c796b,bersih kamar harga jangkau,1
55,dfba76407d50f9e0824693ed6801b338,kamar rem,0
56,9006eaa2a75a3ce07541406ee3c4d064,wangi tambah ruang,0
57,73663209541fb89e15fd14a5421e0580,risih friendly senyum banget batin orang layan tidak,0
58,689923a75ea55fa28a0c17a3f5e87b7f,pengap bau sunyi,0
59,77f0d242fe4841fc435a381f13d5d2fd,seribet parkir atur kunjung ribet,0
60,cae16023a9516dc308cd65785b52599b,hotel tinggal ramah rumah layan,1
61,1594ffb303f2d03807e92f8ce6442806,inap kelas nyata kerjasama sesuai publish gambar,0
62,9051c1b44693e5031316c88ca2bf6b9e,sprei rambut bau,0
63,91e9717f50afa926fca2a8de1e3c3072,check kamar pernik harga hotel skarang mahal pernak masak layan tingkat,0
64,79f1392e12171bf3cb95b6e0395f6220,sarap pusat tradisional hotel muas lokasi variasi bantu libur samar pangan pasar recommend ramai,1
65,efe6c75fea4707770f7ada199c9dd786,kamar,0
66,5b03429373b8f7106c59395d49fe307f,,0
67,29f635effde166470a45f292aab0c0b1,kamar senyap kecoak kotor,0
68,c8c2a57f2c9e561419ffafdc81f49e11,syedih heather listrik turun water,0
69,d7773877e1cbb14ca6590ee5c10c0981,layan fasilitas kamar,0
70,286ede5af1509e30adc0084d9281783e,ramah staff nyaman,0
71,8b8a416ad10d934589a6824128fcb2f2,great service strategic locations culinary spot,1
72,500c6188b41d1884e8124f66ad478248,kamar empuk tutup furnitur murah mandi parkir bersih ranjang hangat gerbang pintu,1
73,814e84c21bc7325047342c975aea9edf,kabar suh rapi buruk fasilitas,0
74,93ebc563a39a5175cfc9b73f9b67c443,tidak kamar galon dapet nginep malam minum bersih layan bersihkam airminunnya toilet,0
75,d3ed667b59581f02440f9f5136c85df9,kamar tangga speedy lantai tidak paket,0
76,df80e9d82da241c9d7c18032fff95550,kecewa tidak temu,0
77,cac26f491ed18feb2916c870cc9afafd,panas krant,0
78,2bc3f3009d94484033516ef13a969a0d,tidak kamar debu tembok kotor berisik lembab lemari diflush lokasi bagus selimut toilet bau tenang orang jamur,0
79,4660f381f0d6d6882860730b522a63b1,kamar bagus mandi rusak pintu tidak dingin,0
80,31094f152ba3bdb67b63e82509499dce,update,0
81,4ca5335b12b3c02fd171cf6995608d96,bersih bising suara,0
82,de64cab007db531f2dac6bd8573dc2f9,kamar dalam panas lemari minus parkir mandi telpon bersih sempit masuk layan suara tidak sandal,0
83,b006c0fae1480ef896de5f2458ccef37,nyala tidak kontak,0
84,f289e708df5ff9eaf6ed1602ae986d0c,kamar gratis khusus hotel sedia sen snack awat,0
85,4f8d08ada639e79bdd16d42a7640cdb6,ganti tidak,0
86,8297c54f6bf788707d3b458c6261dd08,salur hilang,0
87,9158b24662d4379958756534b0305757,,0
88,6694a5c31cd7ce7b6b74b3931f1eb6f0,kamar,0
89,42b34d704b0657c40024ec813b36c3a1,tempat bagus,0
90,7044dff27c34a80d43dfb9113aaaf94f,lemari,0
91,24e3f9f0e90cf4ccb4dece45d8975476,facilities strategic place center comfort,1
92,57510fb0614846d3cec91036960ccfe0,tempat sarung kuning nyaman bersih seprei darah bantal,1
93,8a2546c637c09bf5684ce763904560f6,lantai tangga,0
94,5ee0263630928a90e363b9d8e43f7ec5,seram hotel,0
95,cf82de3263b1bfafafb864e022d14f1a,office kamar sebenernya hotel tugas front pendek banget senyum bersih ramah rambut senang layan wanita tidak satu,0
96,fde60e2a71cef16f8fa2841f96e27e99,kamar untung bantu sinyal susah,0
97,d0b0fcecff99357556cf74df14bae5d4,tempat nyasar lumayan nyaman bersih pokok strategis,1
98,17f8edb06c775371a2d6ab46be9701c2,renang panas jarang remote nyaman minum selimut berfungai bersih snack kolam sepertnya bantal harga kualitas dingin,0
99,38f01e9deecd491ac1c96ef0ae7b0c1a,shower receptionisep senyum,0
100,469c83a5fb1d1492dfbd9570af9326b2,renang banget kolam,1
101,2cccac1b1166eb81dad832c24003e204,kamar mandi banget tolong buang tetes baik salur selang,0
102,9fed6ffa51cda936f8537f6985890f87,kamar kirang bantal mandi lepek bersih reyot sempit tata ruang tidur,0
103,30e289e3b45c6f74631994c184b7ce6c,kamar lumayan sengat mandi cepat bau jendela dingin,0
104,031b408c4bcef59acc2ade83baca99d5,super kamar kursi kotor kecewa mengecewakn pintu superrrr banget luar bagus bau layak jendela wartel,0
105,f71c1fe29aa4b109b7b52435ceee9d93,ulang kotor kesan kunci kartu reset pintu toilet,0
106,59ba76226b9002dd7dfb80e563652483,bersih kamar tidak,0
107,620f55e9ca875644272d58670f80b139,colok backpacker bikin nyalain remote bagus banget rusak gatel overall kaya kostel makasih handuk kasur matiin,0
108,30a47599ae69e0c261f15b05a5a2e7d7,kamar set snack,0
109,aba15c8417a689c082141de7f4b93490,tidur sempit kotor,0
110,9bcc28d16e58ae6e293c338f6ad99bbd,lubang sumbat kontak luap dipake kualitas kamar kulkas pintu pelit sampe kompor banjir turun salur bantal mandi sedia listrik air,0
111,680eb01f6430594ae6607e616b10af70,kamar lembab kuatir basah mandi lengkap dipake orang,0
112,bb61d342c3ed9cfeae81fb5380d73905,garus nyala lampu turun lobby,0
113,a16b65acb01d7f85298e7273a4d9b080,kotor,0
114,04808d1126b1e1a5f0d1820ec93f90d6,rusak pintu,0
115,903abb9a61418be1b68e1062efe6bb0c,kamar bikin nyaman hewan recommend pojok,0
116,95d8940eace0878f039d52000d0e688e,debu kotor panas bau seprai,0
117,0fca19b957223b0685c2fb18d07950e3,semut sprei overall ganti kasur bunyi tidak,0
118,2494daacb84ee2d48597829a03c8a301,sarap rapat koridor kamar panas anter kuning redup hotel angker lampu bau masuk jadul kasih tutup lembab kes sengat mandi rusak jendela,0
119,77e5adc7bc7fdb3012d0ca2ae1c887bf,kamar licin mandi lantai bersihin pernh,0
120,df5c90bf3dc895f33f9944a7bf8ac1d8,tidak kamar hotel aksesabilitasnya rusak flash berisik toilet,0
121,55872817421426f0c25fc724e1d99d9f,sarap kamar gula tutup habis isi kedap mandi sedia overall tirai baik tidak,0
122,a25ea0a36bcdd8ad45e1d1cafe93926e,kamar dbersihkan nginap minum hari nggak,0
123,5646d9acf5648df505121d4747b7aff2,pajang sakit kecewa bikin temapat bagus buram toton tidak,0
124,4ca7ab261b3d497623d279c1d3c975a3,sesuai bagus pelayananya mandi,0
125,7a431eaec319cce3a98f474b937468de,inap bagus aman kamar bekas nyaman mineral snack mohon pintu normal dingin congkel tidak lumayan remote bersih kondisi tingkat,1
126,d6a973aca8595f629f8e3d75ee67afa3,colok kasih fungsi wajar charger keset handuk harga budget,0
127,f125f1eb932b3504f6a0f19003797d9f,kamar bau,0
128,5ec39f3aee31bec445f48ff34658dad2,magrib itu inap senang handuk jelang tidak,0
129,653575979493fbc24b6aa17f128cf98e,build clean,1
130,d0f591ab29b6eb5ee76cdf69cbad7e7b,sempit kotor,0
131,f6070988f2024fcaeab165b97636022d,getset kasih terima pindah stabil lampu layan tingkat,0
132,9e20bff73d9d5e90352de5b3a5e97bb1,spesifikasi sesuai tidak fasilitas,0
133,78265cb47b3a374cd967491eb7c559b1,pdahal bilang pesan tolong ramah layan pegawai book tingkat tidak,0
134,75c4d0fdff00bbc45ff05f0d30b3c5a9,check kamar injak design bersih ngeri minimal kasur nyaring tangga retak,0
135,7581c47a749ce513ab1dd5066e55bdcf,sarap kamar jaga inap air kemarin variasi alir saji bersih snack luas lancar sambut bangun,0
136,30b34bd2ef9239281e55449b3b4ad13d,ekonomis tempat nyaman,1
137,0c78bbf418c76407610915cea9d9a3d5,mampet minyak bersih bau kurang handuk air salur lantai tidak baik,0
138,6f0fa7d87a40d3833c0b1ed34de8e0ef,kamar mandi nyaman,0
139,11a1f9aff5e2160da5bd19dae4a7e31b,siar nggak tolong baik,0
140,61fff23339aff2f96d1bb281269d680a,kamar air kesan mandi nyaman baik siar pintu,0
141,623d729bfd87d6f5e771c383511c2b3c,reschedule refund,0
142,28221578d9121d3306d42fbe47202610,layan fasilitas turun baik,0
143,75c5423545add39935af9aa425255bac,kamar debu buras hotel sprei lumayan karna barang nampak lengkap selimut bersih ganti perabot rapuh tidak dingin,0
144,455953ceba23a08862e3c43b2315f887,muas season mahal bayar breakfast kamar buruk habis minum bandung hotel libur layan tidak sumpek market paadahal sagat alam,0
145,5ac80cd4509e491f2f67daad12275bdd,sulit kamar sholat sempit,0
146,4133dc988df7a48afc0affff4e8395f3,tanggal reschedule karna salah book tidak,0
147,bdf10569304c48c2558d4bf42129f436,tolong perhati kamar lengkap,0
148,0676a94c494b57d8c7d51c1ed4c1a52e,expire wastafel patah snack ruang awat tidak,0
149,540fc9aa4fdcebf2a3081a31e7582560,jendela tampias masuk,0
150,a5654ad5944c8d808ecd38126ec37cb4,kotor sprei jernih selimut bersih lantai,0
151,3a3ef213cde803cf28f5eb16365856b2,acnya tidak fungsi dingin,0
152,61dda0c34bf19a30a8505926dbae10ba,perhati hotel kecewa temu alamat entry partner tanggap salah mohon tidak ketidaksengajaan,0
153,ef7788102d326acd51c367201e8338c9,sarap tempat cuman ktnya nyaman ganti gabisa layan bilang,0
154,eb232f9fa65ea9c136be1a545b5fee46,warna kuning nyaman sheet sheetnya tidak,0
155,f0c4cd15c9b4e59960afba0fd5562c4a,air macet,0
156,2282c6cc094b220d68a847a4e9bc8386,kamar lantai sempit parkir,0
157,5254fc7583a28dbfcfaf7d45666aaf17,strategis nyaman,1
158,ae87db43f3003ee7fe4232e1d95b9868,kamar stelah password senyum mandi sedia nyesel ramah keset langsung promo,0
159,ef655bf056bc5006f23c8a89e7222a1a,kamar nyampe wifinya tilam gunain ruang dingin,0
160,81a420af006ea2cf2b0e9509a530a51d,sarap moga varian tidak,0
161,2fa885f59a897cb9fc899017ed7b6930,keamananya jaga parkir,1
162,32ffecd619366fc24c109f4d7f01f019,renang dikluarkan bagus aroma balkon sedap bau kolam bantal udara,0
163,dae45b2815ba1c90b5de9348c2704cca,kamar warna dapet lampunnya redup pojok,0
164,582508360592299e38706c5c1136493e,kecewa nginap huhuuuuuu gagal,0
165,68de6da74eedef80aed37ab05bd53de6,ditaro kamar pojok,0
166,445abf51c8ababf6436d4a594f18b094,kamar bocor lembab mandi dipake karat showernya,0
167,a4c4d0a5832a3161d6828f28be4865b2,kamar sesuai tidak,0
168,81c6e7b574d7a9a79a381d5ae6d47428,kamar tutup rapat kunci mandi samping pakai rusak longgar kontak kasur table pintu tidak,0
169,5d1c6fa38eb3bebe5ee84ad3615e209f,kuliner nyaman bangun,1
170,78896e340a6b5a5ce606277cfe6270e7,semut sempit,0
171,cd8cebec42b2be9bbde10a9edefecb1d,lampu,0
172,5baaca72c51f2edfeba4e68c1e5ecfae,selimut tidak handuk,0
173,cc4472eb340ef0009fa678f2a2353e65,bersih tempat nyaman,1
174,09437f8cc469ca76e0691d186a536020,kamar,0
175,59f6f380b4caacb9d3c70bd65912346c,kamar swower berpungsih licin jatuh mandi ramah layan,0
176,08163c2b22aacf2ec67c723a7b116ecb,kamar lumpur kotor mandi pegawai siram,0
177,7bfbd9af2cd1fc5816dd67f84b83c0eb,layan tunggu lambat,0
178,515a2903693a819aa5474b8e85445640,kamar cat panas info dinding sengat aroma aplikasi,0
179,fd617c6ac3e6d38b59ef17bf90bcf1a9,alat sikat mandi handuk tidak,0
180,adb107fda8f4075ba3fcaa018c63a1b0,debu tempat ujung taruh fungsi interior horor kamar mesti panas ganggu cembung seram sprei lampu tidak baru lembab kes pakai terang bersih meja,0
181,4ccd46084fba1060a6437730c0d48f48,mendapaf kamar beda berisik bersih fasilitas tingkat gambar,0
182,015713e3677a3c1aa376221f2ac9f146,kasih habis sprei ukur mahal bolong banget segitu rayap bersih kasur makan harga tidak,0
183,fa4451be92a243fba5013f39cc04e6fa,kamar ramai,0
184,24159f38de1a75920d4613ba037e4e3e,kamar plafon warna bocor kayak hotel bolong mandi banget melati pintu siaga,0
185,405ca86b68dc017b17ecc9e97649b6d9,sarap kamar nilai solution kenan banjir pilih,0
186,41522b9ad33360154e62e736355c2cbe,promosi sesuai tidak,0
187,75e388b7ee633adc9659ef1812b84954,kamar lapor panas direspon resepsionis nyala kes bagus mandi bersih ramah bbrapa,0
188,b2d26aa8aa47c6a5ef3c997496a2cbae,tidak,0
189,fab1cc048d2ae4c985f08d0050b6d995,payah,0
190,75f64b555a771e7427b1c34115340a38,kamar dalam ulang inap ganggu pikir dengar ngobrol housekeep,0
191,c1141e726c031519a9e46b951cabdee7,kamar dipernolehkan penuh rusak ganti alas tidak toilet,0
192,d15a3e41c4db259908e3d0370b639dca,harga,0
193,8aff3b6d774385e02039eaf54f1b9cf2,pantai hotel kecewa smpai hambat lokasi alir mandi buang air fasilitas makan strategis,0
194,0ee335cb60b26ab2da602e724a895575,kamar recommend minimal,1
195,31a1c3d7a1fe54dc1154a2433447a7ab,warna kotor muas buang bau tidak,0
196,e13e99a980cfd5a8f551001e40c3e295,ganti tidur tidak nyaman,0
197,f14bc9dd80971de0fe3491616908230f,hotel sayang water recommend tidak awat,0
198,850fc8b2ac56fc10bcbf77afad893813,kamar sudirman bogor karyawan judes baik mandi nyaman menagernya ramah sahabat kesan fasilitas tidak dingin,0
199,16aef4b7249a930deefd2f887080e5ab,service breakfast decdnt price,1
200,9128b2fe54612eccc97eff2064c8ddf4,kamar alas kendala panas hotel informasi sedia reception rusak lampu baik telepon tidak dingin,0
201,df08eaf2d6d10fd9ea0b132e9dd3c094,mantap banget kuliner,1
202,67649559dae7d864431cb63407658dcc,kamar jaga bagus sayang lalat nyamuk tidak,1
203,491845b861a85dc23e4906427fd957fa,renang kecewa bayar property atur tipu,0
204,16808278a4e9d08692be2b23d66d09e8,murah banget price lengkap bersih performancenya fasilitas,1
205,22ed06160f4a265451f8c0ccc5a98b33,kasih snack handuk,0
206,422ffdb683b44d9af254e84eb1ada550,kamar empuk lebih mandi bersih kurang lancar tidur dingin,1
207,8cbbcc1054bfe7c16a6eb4efbc87ae72,bersih kamar,0
208,e80d33ec0b0033d469784e9fa6eb3ab9,kamar parkir mohon atur kondisi layan baik,0
209,282036cd195089a989bc7e055b76b4e1,kamar judes bagus mohon bersih depan salah layan fasilitas wanita,0
210,2e9ffe4400b18eb0b5f18f351cefc8e1,sabun makan tidak warung,1
211,266b6f8d34bf6a8e7c36e6b5c29a9102,kamar debu kotor sarung alergi lantai bantal istri,0
212,af0f7efabed76134e9a2b1f902fcfde2,jaga ulang moga aman bersih overall skali sepatu nyapu kosan hilang,0
213,b35bf6e92e3f0dbe922b2d8b5cbf5d1d,management bagus fungsi lengkap housekeep maintence makan hujan masker kamar tangan sayang manager mohon service kurng rembes safety sarung pantry reception baik jendela,0
214,d469736643fed6af7b1065e83c1244f8,kamar value money bersih sesuai simple,1
215,8e98c9367f51c7543f9924c9254f5959,debu bikin fungsi keburu duluan kamar wastafel mampet nyala nyaman fasilitas hotel gatel ramah badan lampu bau layan dukung flush lembab nginep gabisa telepon,0
216,524b91401638a065526484c5fc6485a0,kamar tembok kotor bocor mandi genang nyaman ruang suasana tidur,0
217,93955598b81b903ae6a24f9684a9a408,kamar tempat fasil toilet kencang flush,1
218,5fa21dc410b854229c6d2e6b53c4a9bf,,0
219,3f19442f431c7f62086913e5ef4ac7eb,kamar kedap suara tidak dingin,0
220,c8f6e3da2d34bf35cbf7a8de35a05244,kamar jelek daaan inap hotel affordable fungsi sinyal bersih ramah senang pokonnya bagusss layan harga alam,1
221,ce9898b1f955c51fc8fd149cfafc2256,deket pantai kotor lumayan banget rusak ruang pintu tebel,0
222,6b3a84b560e78cb141016f96d4ecbdb9,hotel inap renovasi bau berisik,0
223,83ccd614e86ba8ef61900b4b81dff162,kamar mandi nyaman rusak shower,0
224,984706fb0b2b5bb871692dc640cdf96f,check jutek kamar harga kcuali operator sinis mayan ramah rambut sneng nyamuk sambut ngarepin,0
225,24ac5621bbc53fd60cc3cd3a208fad55,bersih,1
226,64575766c864e42f545947881eb819cf,awat kebersihannyankurang hotel,0
227,a0a6406ec7e1e8aa72abec0ae8b01497,tempat hotel lokasi wisuda nyaman bersih suami sajadah pilih,1
228,8cbcff123fb21db141f23fca7cde875f,tidak kamar tempat cover asa rusak bau salah ruang swing dingin,0
229,795456c8881204d4550fb24472e11c79,sesuai gambar,0
230,447a0314b68195d4efcbb762ab08e8be,kamar anti jorok sesuai pesan,0
231,2db59f25e5321d6b37b0335624aa2ece,isi ulang cemilan jorok sedia tissue tidak toilet,0
232,ae3b92da18535b2ed33df723f2619f51,,0
233,1f320fb52c2fc2481e184f5235d202cb,padat tempat band sedih kelas sikonnya nampak huni kondisi tingkat awat,0
234,54be216763050f8ee14cd03bc745b3a0,kamar kecewa putus nyambung lengkap bersih akses mantap lantai tidak,0
235,cde0c33a4d8f91ebb658e678f34cf6fc,sarap lumayan nyaman bersih fasilitas,1
236,978b024756db8d8f6a2ac0cc34d71e65,kamar masalah bau mandi,0
237,20581baade51616f20eb82b49cc5d0f2,rusak pintu,0
238,078a71cc45424c7205631a3f8b79547f,kamar semut panas nyala mandi sedap bau kunjung shower,0
239,78374338ecaa0e5f68d8634e10da682d,bantu,0
240,bb3d70add4885eb7617ce4d8bfc8907e,sedap acnya bau kipas,0
241,f8be03a1a1ce5e3710b7893831f92bf3,gratis inap bagus sedap ngepel harga orang kamar sperti sikat jorok sayang tolong nyaman luas spreinya putih licin furniture bau lantai tidak mandi bersih tingkat,0
242,5768ac6f19ef8917a8bc790ac5193535,kamar mandi bersih sesuai diksh jeleg gambar,0
243,3cf61a83b64dade23ddd7e4ed0b701ce,inap utama orang bangun kamar kuliner resepsionis ekspektasi order layak rumah alas pintu luar sulit jauhhhhjh tidak ngetok kenal ngarep pagar,0
244,25310304bcca2cffba4428a5d8d5a3cd,kamar mesti sedia ganti tissue dingin,0
245,7e52efe60509260f21d8dfd946ab4b59,lorong panas nyala rokok remote bersih lampu kondisi gelap tidur,0
246,0ebfd181687dc8e7c68db615cad395fd,book sen kasih,0
247,0b18ee6077b9d971d92ab329760080d5,sarap semarang daripada makan kamar jalan panas gelas dikmr fasilitas pintu sprti dsediakn dtiap kluar tutup khas sedia listrik tekopemanas dkasih brkesan,0
248,556be98b38a82505bd090194d5ddce75,shift tgjwb sarung sprei banget selimut ganti bau payah bantal,0
249,fdd3da16584e964b55deb1414b1fd246,,0
250,849e8fb0bdbafed3ee22eb0ccc9e9b3f,tidak kamar mandi bersih nyamuk pengap karyawannya berisik,0
251,912bedc750048e323a6c94db5f28cea4,kamar tempat kecewa tidaksesuai mandi photo,0
252,8bfd0542a83f062bad96bb851669c068,kamar mandi rusak televisi shower tidak,0
253,94767fc2c79d07b086d5cfe74f1d1976,shampo mandi lengkap snack dukung tidak,0
254,b2b2d222f62fba826e7c2f8c56b1cdfa,fasilitas snack kamar,0
255,fc6cd0f8be5a64f7e16e9c2d381ac097,sarap,0
256,fabd43f05727a19e4fc3dc6730121097,kamar didpn menganggu toilet bau bunyi tidak tidur,0
257,cc75d80b4aa8e7a305b112bdcb441511,renov overall oklah bangun,0
258,fe4d3c7e5210e3a16e94a06fc1958dda,sarap bagus lampu layan paraahh tidak,0
259,ccb4761d48557c0e5d2b690284317ae4,kotor waterheater nilai lengkap bayar bas remotnya cekkin kamar remot gatau double jaga ditunjukin channelnya cable early nanya masuk karat dikit gabayar banget shower,0
260,94b50b4071655941cce77b5073c28874,sesuai chanel dingin,0
261,511d7bc065031a1cd3db47d592aa1e17,receptionists kamar kotor kecewa panas lembab dinding mandi ramah lampu bau saklar room tidak,0
262,25d3f7ec952eec4be4606a36a77c7960,deposit,0
263,f1092045dedf0d029ad6f89ee5c2f11b,kamar murah bagus sempit pilih harga,0
264,124ba5c94f9775554f1496ee0ab0e02b,housekeepingnya kamar kunci fungsi tidak lambat,0
265,d681771af0d1d971d9da71710f481903,laba kamar bersihterus kecoa water sarang heater,0
266,7704e801b2a3cd56075444a03427a73b,kamar murah nyaman ramah tingkat,0
267,7b922f52be5582b4b2efa35e35f91fcb,,0
268,927f1dd328cf08c2dbfcaf23d5eb2fec,kamar hotel tagline snack bookingan,0
269,56a7f64b503305aa9fae97899afeffa5,kamar kotor mandi,0
270,37b10acf143dd1c046e2942b7f689aee,gerah tidak fungsi,0
271,103d0aa10d596047f197d51f8bfe1654,batal kayak belah tidak aplikasi,0
272,e0dd1ba50e45a88fc9e26934ab33056a,panas resepsionis sedia bersih tidak,0
273,40b292a6502fb5c5c2fba1629308dbd7,kulit menu bikin mandi bilas varian air breakfast gatal,0
274,b9652201c7e063ab17c1be7d03fc1aa1,kamar pusat aman cocok nyaman lengkap bersih istirahat kondisi layan fasilitas denpasar tambah,1
275,f611bb7a22d9cfe0c0fdb841c793e266,sarap jaman lokasi global bingung handuk strategis,0
276,8cb5c1f320b87eabc037b3d605503255,tidak asli hotel interior gambar,0
277,c0d7d711e7af4af06e30194790ec661b,mas jajan kasih ramah,1
278,42ab6fa647c659cba909571a224a977a,sarap sseperti sarapanya hotel bagus tidak,0
279,80bad4eb6892b05413ac28af90f46615,kamar,0
280,5443a180d6dbc50f6990332cfd55df52,kamar debu kotor rusak ramah layan nyamuk toilet,0
281,2560fdc42f6e6648222b05716dadf677,check biaya tidak tambah,0
282,452193e3d088544b3777ab07dfe1b8c1,,0
283,0f21bdce4a9a852a78fa8d4e7788d1d5,bersih payah jaga,0
284,e75f2ebec693c1f5dbe954d083b48a0e,check recepsionist proses lelet bahaya langsung delu ngajuin,0
285,25254686adf04c4e072b18a3c1c22632,sarap asa nyaman nasi fasilitas tidur,0
286,a4721b2fc48a5ab4538d9509415d8a4e,layan lokasi ramah,1
287,e89bd04e1aced9692e6ea7533af39a41,tmpate nyaman,0
288,2d5a799d3cf97c4da6b451a354b8bdf4,check kamar bocor muas panas baik bagus malam fungsi lengkap masuk mohon fasilitas lantai tidak dingin,0
289,2c7be708ae678419cc488987bc6b4eba,lipstik kamar ngomel masuk alat kloset mandi ganti langsung bantal,0
290,25daad22de1fb85f77f3c203575c549a,inap lebih mahal tolong kembali bulan harga tidak,0
291,b2034febf875fddbc6af183b843240f3,paswordnya kasi,0
292,588d67fe99aadc858deb245584912df5,tipis kamar mesti multi jebol kunci fungsi kasur pintu tidak,0
293,6b0c2e6839202660f6694589c4f1f00b,sulit akses informasi,0
